date,views,uniques,views_7d,uniques_7d
2026-09-11,4,1,13,1
2026-09-12,7,1,20,1
2026-09-13,1,1,21,1
2026-09-14,18,1,39,1
2026-09-15,5,1,44,1
2026-09-16,16,1,60,1
2026-09-17,36,1,96,1
2026-09-18,83,6,179,6
2026-09-19,4,1,183,6
