date,clones,uniques,clones_14d,uniques_14d
2026-06-19,0,0,7,7
2026-06-20,0,0,7,7
2026-06-21,0,0,7,7
2026-06-22,0,0,6,6
2026-06-23,2,2,7,7
2026-06-24,1,1,7,7
