date,clones,uniques,clones_14d,uniques_14d
2026-06-19,0,0,6,6
2026-06-20,1,1,7,7
2026-06-21,0,0,7,7
2026-06-22,0,0,6,6
2026-06-23,1,1,6,6
2026-06-24,0,0,6,6
2026-06-25,0,0,5,5
2026-06-26,0,0,5,5
2026-06-27,1,1,5,5
2026-06-28,0,0,5,5
2026-06-29,0,0,4,4
2026-06-30,0,0,4,4
